"","Commodity_Description","Attribute_Description","Country_Code","Country_Name","Value","Unit_Description"
"824","Corn","Exports","GG","Georgia",504256000,"(MT)"
"825","Corn","Exports","GH","Ghana",210684000,"(MT)"
"826","Corn","Exports","GT","Guatemala",492176000,"(MT)"
"827","Corn","Exports","ID","Indonesia",17892000,"(MT)"
"828","Corn","Exports","IN","India",3050000,"(MT)"
"829","Corn","Exports","IS","Israel",18322000,"(MT)"
"830","Corn","Exports","IV","Cote d'Ivoire",1.1e+07,"(MT)"
"831","Corn","Exports","JO","Jordan",76900000,"(MT)"
"832","Corn","Exports","KE","Kenya",3609000,"(MT)"
"833","Corn","Exports","KZ","Kazakhstan",89735000,"(MT)"
"834","Corn","Exports","LA","Laos",4500000,"(MT)"
"835","Corn","Exports","MD","Moldova",17294000,"(MT)"
"836","Corn","Exports","MI","Malawi",14147000,"(MT)"
"837","Corn","Exports","MK","North Macedonia",14100000,"(MT)"
"838","Corn","Exports","MX","Mexico",2.5e+07,"(MT)"
"839","Corn","Exports","MY","Malaysia",30200000,"(MT)"
"840","Corn","Exports","NI","Nigeria",1700000,"(MT)"
"841","Corn","Exports","NU","Nicaragua",3255000,"(MT)"
"842","Corn","Exports","NZ","New Zealand",20200000,"(MT)"
"843","Corn","Exports","PA","Paraguay",48750000,"(MT)"
"844","Corn","Exports","PE","Peru",2.6e+07,"(MT)"
"845","Corn","Exports","PK","Pakistan",12735000,"(MT)"
"846","Corn","Exports","RB","Serbia",4199000,"(MT)"
"847","Corn","Exports","RS","Russia",24815000,"(MT)"
"848","Corn","Exports","RW","Rwanda",40966000,"(MT)"
"849","Corn","Exports","SF","South Africa",11722000,"(MT)"
"850","Corn","Exports","TC","United Arab Emirates",19827000,"(MT)"
"851","Corn","Exports","TH","Thailand",10900000,"(MT)"
"852","Corn","Exports","TU","Turkey",4227000,"(MT)"
"853","Corn","Exports","TZ","Tanzania",10697000,"(MT)"
"854","Corn","Exports","UG","Uganda",18780000,"(MT)"
"855","Corn","Exports","UK","United Kingdom",19827000,"(MT)"
"856","Corn","Exports","UP","Ukraine",19827000,"(MT)"
"857","Corn","Exports","US","United States",20117000,"(MT)"
"858","Corn","Exports","UV","Burkina Faso",3215000,"(MT)"
"859","Corn","Exports","VM","Vietnam",7368000,"(MT)"
"860","Corn","Exports","WA","Namibia",22350000,"(MT)"
"861","Corn","Exports","YM","Yemen",12559000,"(MT)"
"862","Corn","Exports","ZA","Zambia",7418000,"(MT)"
"863","Corn","Imports","AF","Afghanistan",2240000,"(MT)"
"864","Corn","Imports","AG","Algeria",10875000,"(MT)"
"865","Corn","Imports","AJ","Azerbaijan",39905000,"(MT)"
"866","Corn","Imports","AL","Albania",6350000,"(MT)"
"867","Corn","Imports","AO","Angola",10725000,"(MT)"
"868","Corn","Imports","AR","Argentina",23530000,"(MT)"
"869","Corn","Imports","AS","Australia",69340000,"(MT)"
"870","Corn","Imports","BC","Botswana",4.6e+07,"(MT)"
"871","Corn","Imports","BG","Bangladesh",143517000,"(MT)"
"872","Corn","Imports","BK","Bosnia and Herzegovina",17002000,"(MT)"
"873","Corn","Imports","BL","Bolivia",33587000,"(MT)"
"874","Corn","Imports","BM","Burma",24150000,"(MT)"
"875","Corn","Imports","BO","Belarus",411712000,"(MT)"
"876","Corn","Imports","BR","Brazil",4471000,"(MT)"
"877","Corn","Imports","BT","Bhutan",6.2e+07,"(MT)"
"878","Corn","Imports","BY","Burundi",4800000,"(MT)"
"879","Corn","Imports","CA","Canada",53129000,"(MT)"
"880","Corn","Imports","CB","Cambodia",3.9e+07,"(MT)"
"881","Corn","Imports","CD","Chad",43800000,"(MT)"
"882","Corn","Imports","CE","Sri Lanka",9400000,"(MT)"
"883","Corn","Imports","CF","Congo (Brazzaville)",6125000,"(MT)"
"884","Corn","Imports","CG","Congo (Kinshasa)",3300000,"(MT)"
"885","Corn","Imports","CH","China",7440000,"(MT)"
"886","Corn","Imports","CI","Chile",6500000,"(MT)"
"887","Corn","Imports","CM","Cameroon",72345000,"(MT)"
"888","Corn","Imports","CO","Colombia",16424000,"(MT)"
"889","Corn","Imports","CS","Costa Rica",7.3e+07,"(MT)"
"890","Corn","Imports","CU","Cuba",124430000,"(MT)"
"891","Corn","Imports","CV","Cabo Verde",5104000,"(MT)"
"892","Corn","Imports","DR","Dominican Republic",124930000,"(MT)"
"893","Corn","Imports","E4","European Union",17922000,"(MT)"
"894","Corn","Imports","EC","Ecuador",2950000,"(MT)"
"895","Corn","Imports","EG","Egypt",7600000,"(MT)"
"896","Corn","Imports","ES","El Salvador",16100000,"(MT)"
"897","Corn","Imports","ET","Ethiopia",19180000,"(MT)"
"898","Corn","Imports","GG","Georgia",504256000,"(MT)"
"899","Corn","Imports","GH","Ghana",2.94e+08,"(MT)"
"900","Corn","Imports","GT","Guatemala",492176000,"(MT)"
"901","Corn","Imports","GY","Guyana",2e+06,"(MT)"
"902","Corn","Imports","HA","Haiti",2900000,"(MT)"
"903","Corn","Imports","HK","Hong Kong",1350000,"(MT)"
"904","Corn","Imports","HO","Honduras",2455000,"(MT)"
"905","Corn","Imports","ID","Indonesia",17892000,"(MT)"
"906","Corn","Imports","IN","India",1540000,"(MT)"
"907","Corn","Imports","IR","Iran",17722000,"(MT)"
"908","Corn","Imports","IS","Israel",10400000,"(MT)"
"909","Corn","Imports","IV","Cote d'Ivoire",124930000,"(MT)"
"910","Corn","Imports","IZ","Iraq",17922000,"(MT)"
"911","Corn","Imports","JA","Japan",92998000,"(MT)"
"912","Corn","Imports","JM","Jamaica",5075000,"(MT)"
"913","Corn","Imports","JO","Jordan",65500000,"(MT)"
"914","Corn","Imports","KE","Kenya",3e+06,"(MT)"
"915","Corn","Imports","KG","Kyrgyzstan",5e+05,"(MT)"
"916","Corn","Imports","KN","Korea, North",5775000,"(MT)"
"917","Corn","Imports","KS","Korea, South",4200000,"(MT)"
"918","Corn","Imports","KU","Kuwait",47995000,"(MT)"
"919","Corn","Imports","KZ","Kazakhstan",88650000,"(MT)"
"920","Corn","Imports","LE","Lebanon",32223000,"(MT)"
"921","Corn","Imports","LT","Lesotho",3e+07,"(MT)"
"922","Corn","Imports","LY","Libya",3e+07,"(MT)"
"923","Corn","Imports","MA","Madagascar",32223000,"(MT)"
"924","Corn","Imports","MD","Moldova",2.9e+07,"(MT)"
"925","Corn","Imports","MI","Malawi",14242000,"(MT)"
"926","Corn","Imports","MK","North Macedonia",1900000,"(MT)"
"927","Corn","Imports","MO","Morocco",4300000,"(MT)"
"928","Corn","Imports","MR","Mauritania",17074000,"(MT)"
"929","Corn","Imports","MU","Oman",5902000,"(MT)"
"930","Corn","Imports","MX","Mexico",16995000,"(MT)"
"931","Corn","Imports","MY","Malaysia",34983000,"(MT)"
"932","Corn","Imports","MZ","Mozambique",67900000,"(MT)"
"933","Corn","Imports","NI","Nigeria",4995000,"(MT)"
"934","Corn","Imports","NO","Norway",16027000,"(MT)"
"935","Corn","Imports","NP","Nepal",11800000,"(MT)"
"936","Corn","Imports","NU","Nicaragua",13601000,"(MT)"
"937","Corn","Imports","NZ","New Zealand",13951000,"(MT)"
"938","Corn","Imports","OD","South Sudan",11722000,"(MT)"
"939","Corn","Imports","PA","Paraguay",44200000,"(MT)"
"940","Corn","Imports","PE","Peru",47965000,"(MT)"
"941","Corn","Imports","PK","Pakistan",4e+06,"(MT)"
"942","Corn","Imports","PN","Panama",4486000,"(MT)"
"943","Corn","Imports","QA","Qatar",47615000,"(MT)"
"944","Corn","Imports","RB","Serbia",9600000,"(MT)"
"945","Corn","Imports","RH","Zimbabwe",3450000,"(MT)"
"946","Corn","Imports","RP","Philippines",47615000,"(MT)"
"947","Corn","Imports","RS","Russia",4675000,"(MT)"
"948","Corn","Imports","RW","Rwanda",13767000,"(MT)"
"949","Corn","Imports","SA","Saudi Arabia",45800000,"(MT)"
"950","Corn","Imports","SG","Senegal",3830000,"(MT)"
"951","Corn","Imports","SN","Singapore",6010000,"(MT)"
"952","Corn","Imports","SO","Somalia",11722000,"(MT)"
"953","Corn","Imports","SY","Syria",9117000,"(MT)"
"954","Corn","Imports","SZ","Switzerland",13991000,"(MT)"
"955","Corn","Imports","TC","United Arab Emirates",13300000,"(MT)"
"956","Corn","Imports","TD","Trinidad and Tobago",16392000,"(MT)"
"957","Corn","Imports","TH","Thailand",1.5e+07,"(MT)"
"958","Corn","Imports","TI","Tajikistan",4100000,"(MT)"
"959","Corn","Imports","TO","Togo",15792000,"(MT)"
"960","Corn","Imports","TS","Tunisia",16392000,"(MT)"
"961","Corn","Imports","TU","Turkey",50500000,"(MT)"
"962","Corn","Imports","TW","Taiwan",8464000,"(MT)"
"963","Corn","Imports","TX","Turkmenistan",4600000,"(MT)"
"964","Corn","Imports","TZ","Tanzania",10697000,"(MT)"
"965","Corn","Imports","UG","Uganda",23680000,"(MT)"
"966","Corn","Imports","UK","United Kingdom",19917000,"(MT)"
"967","Corn","Imports","UP","Ukraine",8107000,"(MT)"
"968","Corn","Imports","US","United States",380000,"(MT)"
"969","Corn","Imports","UV","Burkina Faso",3620000,"(MT)"
"970","Corn","Imports","UY","Uruguay",6180000,"(MT)"
"971","Corn","Imports","UZ","Uzbekistan",7405000,"(MT)"
"972","Corn","Imports","VE","Venezuela",5241000,"(MT)"
"973","Corn","Imports","VM","Vietnam",7400000,"(MT)"
"974","Corn","Imports","WA","Namibia",69820000,"(MT)"
"975","Corn","Imports","WZ","Eswatini",45350000,"(MT)"
"976","Corn","Imports","YM","Yemen",13273000,"(MT)"
"977","Corn","Imports","ZA","Zambia",7940000,"(MT)"
"978","Corn","Production","AF","Afghanistan",2200000,"(MT)"
"979","Corn","Production","AG","Algeria",1105000,"(MT)"
"980","Corn","Production","AJ","Azerbaijan",38405000,"(MT)"
"981","Corn","Production","AL","Albania",8950000,"(MT)"
"982","Corn","Production","AO","Angola",10875000,"(MT)"
"983","Corn","Production","AR","Argentina",3100000,"(MT)"
"984","Corn","Production","AS","Australia",25359000,"(MT)"
"985","Corn","Production","BC","Botswana",4.6e+07,"(MT)"
"986","Corn","Production","BG","Bangladesh",311927000,"(MT)"
"987","Corn","Production","BK","Bosnia and Herzegovina",17002000,"(MT)"
"988","Corn","Production","BL","Bolivia",4280000,"(MT)"
"989","Corn","Production","BM","Burma",2861000,"(MT)"
"990","Corn","Production","BO","Belarus",144787000,"(MT)"
"991","Corn","Production","BR","Brazil",1.3e+07,"(MT)"
"992","Corn","Production","BT","Bhutan",2635000,"(MT)"
"993","Corn","Production","BY","Burundi",3011000,"(MT)"
"994","Corn","Production","CA","Canada",54500000,"(MT)"
"995","Corn","Production","CB","Cambodia",49700000,"(MT)"
"996","Corn","Production","CD","Chad",7100000,"(MT)"
"997","Corn","Production","CE","Sri Lanka",10700000,"(MT)"
"998","Corn","Production","CF","Congo (Brazzaville)",5575000,"(MT)"
"999","Corn","Production","CG","Congo (Kinshasa)",6553000,"(MT)"
"1000","Corn","Production","CH","China",7440000,"(MT)"
"1001","Corn","Production","CI","Chile",2500000,"(MT)"
"1002","Corn","Production","CM","Cameroon",40500000,"(MT)"
"1003","Corn","Production","CO","Colombia",16424000,"(MT)"
"1004","Corn","Production","CS","Costa Rica",5310000,"(MT)"
"1005","Corn","Production","CT","Central African Republic",3.8e+07,"(MT)"
"1006","Corn","Production","CU","Cuba",6.2e+07,"(MT)"
"1007","Corn","Production","CV","Cabo Verde",5104000,"(MT)"
"1008","Corn","Production","DM","Benin",414635000,"(MT)"
"1009","Corn","Production","DR","Dominican Republic",124930000,"(MT)"
"1010","Corn","Production","E4","European Union",17922000,"(MT)"
"1011","Corn","Production","EC","Ecuador",2450000,"(MT)"
"1012","Corn","Production","EG","Egypt",11100000,"(MT)"
"1013","Corn","Production","ER","Eritrea",6e+07,"(MT)"
"1014","Corn","Production","ES","El Salvador",3465000,"(MT)"
"1015","Corn","Production","ET","Ethiopia",3e+06,"(MT)"
"1016","Corn","Production","GA","Gambia, The",690000,"(MT)"
"1017","Corn","Production","GG","Georgia",8e+07,"(MT)"
"1018","Corn","Production","GH","Ghana",2.73e+08,"(MT)"
"1019","Corn","Production","GT","Guatemala",492176000,"(MT)"
"1020","Corn","Production","GU","Guinea",7917000,"(MT)"
"1021","Corn","Production","GY","Guyana",2070000,"(MT)"
"1022","Corn","Production","HA","Haiti",7575000,"(MT)"
"1023","Corn","Production","HO","Honduras",2455000,"(MT)"
"1024","Corn","Production","ID","Indonesia",2500000,"(MT)"
"1025","Corn","Production","IN","India",1400000,"(MT)"
"1026","Corn","Production","IR","Iran",1e+07,"(MT)"
"1027","Corn","Production","IV","Cote d'Ivoire",124930000,"(MT)"
"1028","Corn","Production","IZ","Iraq",17922000,"(MT)"
"1029","Corn","Production","JA","Japan",13482000,"(MT)"
"1030","Corn","Production","JM","Jamaica",7648000,"(MT)"
"1031","Corn","Production","JO","Jordan",7.8e+07,"(MT)"
"1032","Corn","Production","KE","Kenya",3373000,"(MT)"
"1033","Corn","Production","KG","Kyrgyzstan",1150000,"(MT)"
"1034","Corn","Production","KN","Korea, North",3351000,"(MT)"
"1035","Corn","Production","KS","Korea, South",1900000,"(MT)"
"1036","Corn","Production","KZ","Kazakhstan",89650000,"(MT)"
"1037","Corn","Production","LA","Laos",805000,"(MT)"
"1038","Corn","Production","LE","Lebanon",5e+05,"(MT)"
"1039","Corn","Production","LT","Lesotho",17200000,"(MT)"
"1040","Corn","Production","MA","Madagascar",32163000,"(MT)"
"1041","Corn","Production","MD","Moldova",17294000,"(MT)"
"1042","Corn","Production","MI","Malawi",14147000,"(MT)"
"1043","Corn","Production","MK","North Macedonia",906000,"(MT)"
"1044","Corn","Production","ML","Mali",2e+06,"(MT)"
"1045","Corn","Production","MO","Morocco",4506000,"(MT)"
"1046","Corn","Production","MR","Mauritania",17074000,"(MT)"
"1047","Corn","Production","MU","Oman",5902000,"(MT)"
"1048","Corn","Production","MX","Mexico",25750000,"(MT)"
"1049","Corn","Production","MY","Malaysia",9656000,"(MT)"
"1050","Corn","Production","MZ","Mozambique",5270000,"(MT)"
"1051","Corn","Production","NI","Nigeria",4995000,"(MT)"
"1052","Corn","Production","NP","Nepal",23307000,"(MT)"
"1053","Corn","Production","NU","Nicaragua",13601000,"(MT)"
"1054","Corn","Production","NZ","New Zealand",72345000,"(MT)"
"1055","Corn","Production","OD","South Sudan",7555000,"(MT)"
"1056","Corn","Production","PA","Paraguay",2.8e+07,"(MT)"
"1057","Corn","Production","PE","Peru",47965000,"(MT)"
"1058","Corn","Production","PK","Pakistan",3900000,"(MT)"
"1059","Corn","Production","PN","Panama",4486000,"(MT)"
"1060","Corn","Production","PU","Guinea-Bissau",7937000,"(MT)"
"1061","Corn","Production","RB","Serbia",11600000,"(MT)"
"1062","Corn","Production","RH","Zimbabwe",3450000,"(MT)"
"1063","Corn","Production","RP","Philippines",47959000,"(MT)"
"1064","Corn","Production","RS","Russia",2900000,"(MT)"
"1065","Corn","Production","RW","Rwanda",7810000,"(MT)"
"1066","Corn","Production","SA","Saudi Arabia",58613000,"(MT)"
"1067","Corn","Production","SF","South Africa",11922000,"(MT)"
"1068","Corn","Production","SG","Senegal",3400000,"(MT)"
"1069","Corn","Production","SL","Sierra Leone",11922000,"(MT)"
"1070","Corn","Production","SO","Somalia",6648000,"(MT)"
"1071","Corn","Production","SY","Syria",9400000,"(MT)"
"1072","Corn","Production","SZ","Switzerland",7600000,"(MT)"
"1073","Corn","Production","TD","Trinidad and Tobago",11300000,"(MT)"
"1074","Corn","Production","TH","Thailand",15790000,"(MT)"
"1075","Corn","Production","TI","Tajikistan",13433000,"(MT)"
"1076","Corn","Production","TO","Togo",15792000,"(MT)"
"1077","Corn","Production","TU","Turkey",50500000,"(MT)"
"1078","Corn","Production","TW","Taiwan",7150000,"(MT)"
"1079","Corn","Production","TX","Turkmenistan",4227000,"(MT)"
"1080","Corn","Production","TZ","Tanzania",7300000,"(MT)"
"1081","Corn","Production","UG","Uganda",23780000,"(MT)"
"1082","Corn","Production","UK","United Kingdom",13300000,"(MT)"
"1083","Corn","Production","UP","Ukraine",8107000,"(MT)"
"1084","Corn","Production","US","United States",2e+05,"(MT)"
"1085","Corn","Production","UV","Burkina Faso",4481000,"(MT)"
"1086","Corn","Production","UY","Uruguay",4500000,"(MT)"
"1087","Corn","Production","UZ","Uzbekistan",7405000,"(MT)"
"1088","Corn","Production","VE","Venezuela",4700000,"(MT)"
"1089","Corn","Production","VM","Vietnam",5241000,"(MT)"
"1090","Corn","Production","WA","Namibia",69820000,"(MT)"
"1091","Corn","Production","WZ","Eswatini",3e+06,"(MT)"
"1092","Corn","Production","YM","Yemen",6400000,"(MT)"
"1093","Corn","Production","ZA","Zambia",7300000,"(MT)"
"1094","Dairy, Milk, Fluid","Domestic Consumption","AR","Argentina",41000,"(MT)"
"1095","Dairy, Milk, Fluid","Domestic Consumption","AS","Australia",221000,"(MT)"
"1096","Dairy, Milk, Fluid","Domestic Consumption","BO","Belarus",6400000,"(MT)"
"1097","Dairy, Milk, Fluid","Domestic Consumption","BR","Brazil",8170000,"(MT)"
"1098","Dairy, Milk, Fluid","Domestic Consumption","CA","Canada",475000,"(MT)"
"1099","Dairy, Milk, Fluid","Domestic Consumption","CH","China",1370000,"(MT)"
"1100","Dairy, Milk, Fluid","Domestic Consumption","E4","European Union",153000,"(MT)"
"1101","Dairy, Milk, Fluid","Domestic Consumption","IN","India",10200000,"(MT)"
"1102","Dairy, Milk, Fluid","Domestic Consumption","JA","Japan",1836000,"(MT)"
"1103","Dairy, Milk, Fluid","Domestic Consumption","KS","Korea, South",557000,"(MT)"
"1104","Dairy, Milk, Fluid","Domestic Consumption","MX","Mexico",9557000,"(MT)"
"1105","Dairy, Milk, Fluid","Domestic Consumption","NZ","New Zealand",420000,"(MT)"
"1106","Dairy, Milk, Fluid","Domestic Consumption","RP","Philippines",9.2e+07,"(MT)"
"1107","Dairy, Milk, Fluid","Domestic Consumption","RS","Russia",18286000,"(MT)"
"1108","Dairy, Milk, Fluid","Domestic Consumption","TW","Taiwan",835000,"(MT)"
"1109","Dairy, Milk, Fluid","Domestic Consumption","UK","United Kingdom",35000,"(MT)"
"1110","Dairy, Milk, Fluid","Domestic Consumption","UP","Ukraine",185000,"(MT)"
"1111","Dairy, Milk, Fluid","Domestic Consumption","US","United States",163000,"(MT)"
"1112","Dairy, Milk, Fluid","Exports","AS","Australia",3750000,"(MT)"
"1113","Dairy, Milk, Fluid","Exports","BO","Belarus",1129000,"(MT)"
"1114","Dairy, Milk, Fluid","Exports","CA","Canada",1050000,"(MT)"
"1115","Dairy, Milk, Fluid","Exports","CH","China",125000,"(MT)"
"1116","Dairy, Milk, Fluid","Exports","E4","European Union",178000,"(MT)"
"1117","Dairy, Milk, Fluid","Exports","IN","India",57000,"(MT)"
"1118","Dairy, Milk, Fluid","Exports","KS","Korea, South",46250000,"(MT)"
"1119","Dairy, Milk, Fluid","Exports","MX","Mexico",9557000,"(MT)"
"1120","Dairy, Milk, Fluid","Exports","NZ","New Zealand",371000,"(MT)"
"1121","Dairy, Milk, Fluid","Exports","RS","Russia",18286000,"(MT)"
"1122","Dairy, Milk, Fluid","Exports","UK","United Kingdom",11000,"(MT)"
"1123","Dairy, Milk, Fluid","Exports","UP","Ukraine",537000,"(MT)"
"1124","Dairy, Milk, Fluid","Exports","US","United States",31000,"(MT)"
"1125","Dairy, Milk, Fluid","Imports","AR","Argentina",119000,"(MT)"
"1126","Dairy, Milk, Fluid","Imports","AS","Australia",991000,"(MT)"
"1127","Dairy, Milk, Fluid","Imports","BO","Belarus",1320000,"(MT)"
"1128","Dairy, Milk, Fluid","Imports","CA","Canada",1150000,"(MT)"
"1129","Dairy, Milk, Fluid","Imports","CH","China",1370000,"(MT)"
"1130","Dairy, Milk, Fluid","Imports","E4","European Union",450000,"(MT)"
"1131","Dairy, Milk, Fluid","Imports","KS","Korea, South",1700000,"(MT)"
"1132","Dairy, Milk, Fluid","Imports","MX","Mexico",225000,"(MT)"
"1133","Dairy, Milk, Fluid","Imports","NZ","New Zealand",95000,"(MT)"
"1134","Dairy, Milk, Fluid","Imports","RP","Philippines",17736000,"(MT)"
"1135","Dairy, Milk, Fluid","Imports","RS","Russia",4650000,"(MT)"
"1136","Dairy, Milk, Fluid","Imports","TW","Taiwan",930000,"(MT)"
"1137","Dairy, Milk, Fluid","Imports","UK","United Kingdom",10000,"(MT)"
"1138","Dairy, Milk, Fluid","Imports","UP","Ukraine",670000,"(MT)"
"1139","Dairy, Milk, Fluid","Imports","US","United States",17000,"(MT)"
"1140","Dairy, Milk, Fluid","Production","AR","Argentina",545000,"(MT)"
"1141","Dairy, Milk, Fluid","Production","AS","Australia",1e+06,"(MT)"
"1142","Dairy, Milk, Fluid","Production","BO","Belarus",2050000,"(MT)"
"1143","Dairy, Milk, Fluid","Production","BR","Brazil",1181000,"(MT)"
"1144","Dairy, Milk, Fluid","Production","CA","Canada",2981000,"(MT)"
"1145","Dairy, Milk, Fluid","Production","CH","China",1190000,"(MT)"
"1146","Dairy, Milk, Fluid","Production","E4","European Union",33000,"(MT)"
"1147","Dairy, Milk, Fluid","Production","IN","India",4e+05,"(MT)"
"1148","Dairy, Milk, Fluid","Production","JA","Japan",3550000,"(MT)"
"1149","Dairy, Milk, Fluid","Production","KS","Korea, South",3825000,"(MT)"
"1150","Dairy, Milk, Fluid","Production","MX","Mexico",8903000,"(MT)"
"1151","Dairy, Milk, Fluid","Production","NZ","New Zealand",320000,"(MT)"
"1152","Dairy, Milk, Fluid","Production","RP","Philippines",555000,"(MT)"
"1153","Dairy, Milk, Fluid","Production","RS","Russia",16486000,"(MT)"
"1154","Dairy, Milk, Fluid","Production","TW","Taiwan",290000,"(MT)"
"1155","Dairy, Milk, Fluid","Production","UK","United Kingdom",70000,"(MT)"
"1156","Dairy, Milk, Fluid","Production","UP","Ukraine",71000,"(MT)"
"1157","Dairy, Milk, Fluid","Production","US","United States",148000,"(MT)"
"1158","Grapefruit, Fresh","Exports","CH","China",1100000,"(MT)"
"1159","Grapefruit, Fresh","Exports","E4","European Union",50000,"(MT)"
"1160","Grapefruit, Fresh","Exports","HK","Hong Kong",5000,"(MT)"
"1161","Grapefruit, Fresh","Exports","IS","Israel",2e+05,"(MT)"
"1162","Grapefruit, Fresh","Exports","MX","Mexico",5700000,"(MT)"
"1163","Grapefruit, Fresh","Exports","RS","Russia",15000,"(MT)"
"1164","Grapefruit, Fresh","Exports","SF","South Africa",580000,"(MT)"
"1165","Grapefruit, Fresh","Exports","TU","Turkey",785000,"(MT)"
"1166","Grapefruit, Fresh","Exports","UK","United Kingdom",143517000,"(MT)"
"1167","Grapefruit, Fresh","Exports","US","United States",414635000,"(MT)"
"1168","Grapefruit, Fresh","Imports","CA","Canada",606000,"(MT)"
"1169","Grapefruit, Fresh","Imports","CH","China",10706000,"(MT)"
"1170","Grapefruit, Fresh","Imports","E4","European Union",5000,"(MT)"
"1171","Grapefruit, Fresh","Imports","HK","Hong Kong",2700000,"(MT)"
"1172","Grapefruit, Fresh","Imports","JA","Japan",832000,"(MT)"
"1173","Grapefruit, Fresh","Imports","MX","Mexico",4e+07,"(MT)"
"1174","Grapefruit, Fresh","Imports","RS","Russia",580000,"(MT)"
"1175","Grapefruit, Fresh","Imports","SF","South Africa",628000,"(MT)"
"1176","Grapefruit, Fresh","Imports","SZ","Switzerland",276000,"(MT)"
"1177","Grapefruit, Fresh","Imports","TU","Turkey",2936000,"(MT)"
"1178","Grapefruit, Fresh","Imports","UK","United Kingdom",635000,"(MT)"
"1179","Grapefruit, Fresh","Imports","UP","Ukraine",313196000,"(MT)"
"1180","Grapefruit, Fresh","Imports","US","United States",79000,"(MT)"
"1181","Grapefruit, Fresh","Production","CH","China",10706000,"(MT)"
"1182","Grapefruit, Fresh","Production","E4","European Union",45000,"(MT)"
"1183","Grapefruit, Fresh","Production","IS","Israel",2800000,"(MT)"
"1184","Grapefruit, Fresh","Production","JA","Japan",6900000,"(MT)"
"1185","Grapefruit, Fresh","Production","MX","Mexico",40847000,"(MT)"
"1186","Grapefruit, Fresh","Production","SF","South Africa",20000,"(MT)"
"1187","Grapefruit, Fresh","Production","TU","Turkey",2936000,"(MT)"
"1188","Grapefruit, Fresh","Production","US","United States",1050000,"(MT)"
"1189","Meat, Swine","Domestic Consumption","AO","Angola",2200000,"(MT)"
"1190","Meat, Swine","Domestic Consumption","AR","Argentina",3650000,"(MT)"
"1191","Meat, Swine","Domestic Consumption","AS","Australia",850000,"(MT)"
"1192","Meat, Swine","Domestic Consumption","BF","Bahamas, The",1853000,"(MT)"
"1193","Meat, Swine","Domestic Consumption","BK","Bosnia and Herzegovina",4450000,"(MT)"
"1194","Meat, Swine","Domestic Consumption","BO","Belarus",4450000,"(MT)"
"1195","Meat, Swine","Domestic Consumption","BR","Brazil",5250000,"(MT)"
"1196","Meat, Swine","Domestic Consumption","CA","Canada",425000,"(MT)"
"1197","Meat, Swine","Domestic Consumption","CG","Congo (Kinshasa)",2298000,"(MT)"
"1198","Meat, Swine","Domestic Consumption","CH","China",22350000,"(MT)"
"1199","Meat, Swine","Domestic Consumption","CI","Chile",41024000,"(MT)"
"1200","Meat, Swine","Domestic Consumption","CO","Colombia",13958000,"(MT)"
"1201","Meat, Swine","Domestic Consumption","CU","Cuba",2e+06,"(MT)"
"1202","Meat, Swine","Domestic Consumption","DR","Dominican Republic",4850000,"(MT)"
"1203","Meat, Swine","Domestic Consumption","E4","European Union",1400000,"(MT)"
"1204","Meat, Swine","Domestic Consumption","EC","Ecuador",12400000,"(MT)"
"1205","Meat, Swine","Domestic Consumption","ES","El Salvador",13600000,"(MT)"
"1206","Meat, Swine","Domestic Consumption","GT","Guatemala",2850000,"(MT)"
"1207","Meat, Swine","Domestic Consumption","HA","Haiti",1e+06,"(MT)"
"1208","Meat, Swine","Domestic Consumption","HK","Hong Kong",13500000,"(MT)"
"1209","Meat, Swine","Domestic Consumption","HO","Honduras",12400000,"(MT)"
"1210","Meat, Swine","Domestic Consumption","IV","Cote d'Ivoire",10300000,"(MT)"
"1211","Meat, Swine","Domestic Consumption","JA","Japan",5e+05,"(MT)"
"1212","Meat, Swine","Domestic Consumption","KS","Korea, South",1500000,"(MT)"
"1213","Meat, Swine","Domestic Consumption","KZ","Kazakhstan",1725000,"(MT)"
"1214","Meat, Swine","Domestic Consumption","MC","Macau",4500000,"(MT)"
"1215","Meat, Swine","Domestic Consumption","MJ","Montenegro",1275000,"(MT)"
"1216","Meat, Swine","Domestic Consumption","MK","North Macedonia",7e+06,"(MT)"
"1217","Meat, Swine","Domestic Consumption","MX","Mexico",4800000,"(MT)"
"1218","Meat, Swine","Domestic Consumption","NO","Norway",8e+05,"(MT)"
"1219","Meat, Swine","Domestic Consumption","NZ","New Zealand",1275000,"(MT)"
"1220","Meat, Swine","Domestic Consumption","PN","Panama",3e+06,"(MT)"
"1221","Meat, Swine","Domestic Consumption","RB","Serbia",4933000,"(MT)"
"1222","Meat, Swine","Domestic Consumption","RP","Philippines",1600000,"(MT)"
"1223","Meat, Swine","Domestic Consumption","RS","Russia",3900000,"(MT)"
"1224","Meat, Swine","Domestic Consumption","SF","South Africa",4.9e+07,"(MT)"
"1225","Meat, Swine","Domestic Consumption","SN","Singapore",29175000,"(MT)"
"1226","Meat, Swine","Domestic Consumption","TW","Taiwan",62500000,"(MT)"
"1227","Meat, Swine","Domestic Consumption","UK","United Kingdom",1935000,"(MT)"
"1228","Meat, Swine","Domestic Consumption","UP","Ukraine",3404000,"(MT)"
"1229","Meat, Swine","Domestic Consumption","US","United States",7500000,"(MT)"
"1230","Meat, Swine","Domestic Consumption","UY","Uruguay",14500000,"(MT)"
"1231","Meat, Swine","Domestic Consumption","VM","Vietnam",4500000,"(MT)"
